12,229583740234375
-70,41153835769725
44,241665860854646
17,14135885718676
-88,60974227159396
13,203670679763484
39,77412094631753
-70,98320313483075
11,568278815414054
75,26798049065775
-51,316406641031804
-30,993313871838723
90,2510238320285
9,547493879064518
-39,221432253731294
37,776498760427714
-48,31498991194937
-89,76858916614678
45,62083613926869
-9,600639357178736
-147,77077391103148
33,10190464361493
182,99799722690125
42,03663491788447
8,330644597283678
96,71479467996254
55,34499022722834
9,969187648167164
-21,582997371889483
-62,098013129891
-451,2815782225033
638,5734414315064
1412,587299150242
552,9293234999368
-110,22962417159567
229,98771438555573
564,6855369415489
-186,63737104682247
-745,731293176567
-101,35395303537138
-159,8574803453539
-1468,5239173790392
-1558,3266116468787
-142,39083138232832
550,8103322411009
-528,5186780485244
-223,82988776869496
933,4105598793208
748,3664266407584
112,45681920195094
275,85895224495096
60,01205761951314
302,924080599412
20,660062516308095
-564,0179064386921
-840,8431101520559
22,34330425670276
178,66828166723724
-620,3951611130572
43,53012011678156
1117,6262300724059
215,9679642661372
-303,3537453862982
1049,0084126395673
1171,3771996106716
-36,393312485857564
532,5711780349244
1423,7675434171538
448,48302492457697
265,83301491606437
1460,1424314368012
1110,5619192206268
-182,26590884456127
-75,07500703139772
335,6931988800404
-24,511612439159528
35,109281582037994
176,34476451978676
7,464724562821345
145,95403855679206
451,82383706984274
108,50127619139789
0,4793528519550634
224,8825602743746
167,21293154046396
-70,19136044798358
88,14017720359107
7,829825352398402
30,752610386678178
434,57646414425193
410,30221043301833
-59,58574240799932
-2,7245493418970455
103,3066164174268
-63,106829914938714
135,77674550522505
345,49829303940163
40,64236845955415
75,81833115844152
424,7630498020551
195,9109229169602
-39,33956330991958
202,39293864543427
233,06188546512288
-72,48814059966544
136,69916860846683
302,39516601477965
-143,45493431865748
-56,557253563371546
248,00061052820732
26,36996939896806
-70,13677567606184
136,47198299986837
-25,073089234072704
-106,56791489560618
312,69385278790793
186,62804263607265
-299,23644311923874
-137,50745040276027
94,2764993550507
-131,45966646714106
-90,45695092177587
106,97144282041904
-112,85260254812766
-164,5087054254239
44,20857453068835
-78,00779329006369
-199,1681048040308
12,921843970653839
3,8436387379540147
-144,7116091483084
-97,84859693170444
-9,632735710595586
-89,63257076809094
37,2903489530363
96,82251567553539
-128,14723985894966
-129,14541352076415
100,53365451677723
-47,927504291850354
-202,90605718514644
-20,308360765108276
-25,96059706881611
-130,75099761987127
6,066790737634392
-26,279880779427838
-161,0562561277183
-65,38769771180907
55,481912056155
-139,85290837912223
-161,28253179979265
13,001324417327638
-95,44313897871109
-173,5564816694788
-60,6303768744397
-18,50048953612914
-82,92851043181423
-34,06142108765097
-19,48156230413658
-91,27331703838466
-62,42376309007501
-19,99103158320616
-86,78908192258326
-78,97213882564229
-26,07859060519232
-51,13976422054612
-43,972479091653824
3,992427049811883
-26,953881814761527
-63,97526202865872
12,049853997631555
-9,693404176889988
-88,55162940748363
-43,88122396952234
-5,0497630631465835
-80,35611895992021
-88,90232311149575
-30,601816057354384
-38,814727410166704
-38,85537597446604
1,4665632977608007
29,54532826681625
37,0211326628733
13,591549619268918
-24,86332375154482
-6,878595620345489
19,51009541919612
-16,630632635984558
-39,71556849507096
8,787923515602166
-1,766832971807522
-57,555208964675295
-28,132641162798397
-3,3094358145077414
-49,872507026327106
-55,251708462263665
-10,048770205974627
-22,305702967813556
-34,2427376507809
-11,282807451709505
-18,223674878842555
-20,70298932101731
-5,487762978412289
-14,035957411620961
-18,812644383243736
-5,2784939508673645
-0,37677825897364103
-20,676054733335402
-12,7948742586871
0,34400323266253174
-1,4117358617557496
-4,036055701810038
0,42647169032046883
-4,919955116686799
-14,426080550766034
-6,312701838845679
-4,25284490453719
-6,474131661004295
-14,963710136302126
-6,498768189938563
1,6723149180816632
-2,3282121510903417
-1,0791530463624932
5,886973150093784
3,4968237188213953
-1,5675839535263387
3,186456807138165
4,968430366768884
-6,3472578241598105
7,981838637355168
17,908229116353223
-2,5151452723271075
3,1040945116148677
26,045666591221256
4,992246204218723
-1,3581465447886707
26,7802134061452
10,36265792366006
-10,138035917734879
24,34256788451569
17,567300017711915
-20,06089774703564
14,983818525650626
35,40355548332328
-15,79674470868136
-3,8488827797776253
36,752340350611206
-7,407694986374559
-20,43960625136376
27,986210588011176
8,295436229429253
-27,75175173599216
17,667591872796493
21,922601757956368
-37,149454205154655
-4,055614754126765
27,14866010991237
-33,60448647337359
-28,19370740236147
26,030053780987707
-26,358498531943287
-55,05492754746122
14,784734189091283
-11,564790247644297
-58,263791852883415
2,793493053465653
4,50959247136282
-60,033926637823775
-13,644303436489501
13,627174137744005
-54,441491418791614
-41,266089384643024
12,923068332112752
-43,465112562180366
-55,2398284267736
3,5314016321251813
-35,57607405356727
-86,36366241467157
-18,284128403532925
-14,28508379459593
-93,222905623594
-41,63822124837097
-4,09538759314202
-73,38138166502259
-59,126110520933594
2,5156624194615187
-62,47009616906339
-90,86399862905772
-0,8095920704079731
-52,70664787144034
-109,49304208254966
-24,57842206351997
-16,797204336680466
-104,96783352939401
-69,16223446510028
-6,023115460867354
-62,79546207898131
-68,23221154558769
-9,865188478822116
-56,49361308380868
-71,52333951181629
-15,901150790961573
-41,57383695322562
-72,18857962867338
-26,71295846119733
-21,429606962169018
-71,24507199403698
-46,55384120269281
1,9588535965886127
-44,61900350639497
-43,43256985558611
-1,8520319258167068
-48,7482573968272
-60,67850513852459
-7,383001922921396
-26,414356944956175
-55,63988864363523
-10,992028349222796
-3,7455951522811883
-28,936649242586117
-13,633733014762484
-7,092187507175778
-26,482371621915295
-23,496156599044696
-7,088442145382668
-22,503477049645838
-29,613128438827246
-0,39705934486364014
-15,734106250638467
-37,42783994290629
-8,486332622322394
-16,84399077588176
-22,603250400019935
-0,6143843999708642
-18,471125774254244
-25,505914190625603
-2,1612318599441087
-7,48546569980866
-24,687764159686008
-5,265477650870165
4,522125994971367
-11,956486235761323
-10,161053247551799
3,946146178277184
-7,605282046397718
-20,183004179921767
4,529912301221347
-5,528770784490995
-18,80494149903041
-1,032387919238524
-5,65835095558694
-32,12480183074764
-3,6711841219335666
-3,3074725547065933
-35,28935765085779
-12,426047689169572
-0,39407602102066774
-20,68441277884048
-19,87611658871842
-7,060383007827445
-7,476609019931152
-15,892531230622065
-6,445650348216377
-2,8487887317709086
-14,236124811394333
-7,242825667621444
-10,689523288775042
-14,934872277108692
-14,347161070320688
-8,938533202516822
