52,74583848615894
47,961510885539326
48,74716668009404
62,272986974795636
81,47174314394339
65,22182745070211
67,80517203964885
70,96966237764521
69,8958335647782
58,066642995064704
37,93800036815843
37,554644257204146
121,2308937792711
125,49792936589631
132,8435663454495
163,68669396413162
107,88807629291911
62,271213823165915
40,32552111137669
87,80440858513636
654,2348756188047
1042,2357978115901
727,9510172591138
411,4170842707334
374,78870621222586
522,1076539407917
479,08931348381327
865,5390605951538
924,1863774945625
1046,1082492495607
857,7090991866188
726,9224478773965
668,6050814251075
398,8541852745035
300,13586720730336
596,6551287630225
192,6908264667554
414,0341888953821
438,7405209448326
618,0543451920234
792,849872040891
752,2019285877943
679,1443422265629
832,4539340811485
840,5861157958244
745,0103501834311
920,187441651411
1128,8403513755616
797,3656500844003
415,340778775045
330,9932753349502
164,3058739641266
155,96453810667066
195,45201237700218
270,4162108701139
154,58789048517673
186,5628792348283
390,3167649369593
234,45207497169585
39,53083149263529
215,9555362861633
314,90891454542106
213,11970503687004
96,7562882512923
177,51837651481958
140,69877297081226
172,04119616281884
270,6771813575545
350,06769955604176
180,30461561028463
287,775737866392
243,67309302388082
232,91833092572904
144,35795921305115
197,50555167193278
237,02760058125247
169,64700654645372
185,51024476880966
305,6007274424099
227,2527806672682
152,96757845198582
168,84712634412458
198,5106621956661
171,67488900675784
161,4742682710272
135,6745753537149
87,43754445699078
107,29623180420556
141,37133727763018
45,706952895451295
135,77107678051465
153,13753156973019
125,00468683961664
72,09893703172638
143,92437465677102
91,06896561556603
76,35575776638242
94,75999343680233
88,34327150050966
115,59056050524156
88,75412947116648
107,57525754935445
134,74628025672408
79,35293575730812
72,30119983473297
35,936387257758135
37,90174493288904
59,82058456409525
81,07937472117013
56,43991109161342
47,30217994646018
35,49894835663544
38,00991522802719
16,923835974140932
31,38870881349076
40,412715017680995
45,23571548782467
35,576618639347885
51,33165682971158
52,325803129862244
46,48322844605583
30,23600244278092
26,345746753499995
26,766577343025165
22,216607824084754
23,355829534765522
29,94572171212722
28,495511568326435
36,331831327573674
44,58910777985421
36,504398452753854
32,57529205795756
24,457565981492486
21,66905743029347
12,991080043192671
13,599771591224732
4,420612187338722
5,927311337804271
5,930978720498749
15,747818943716107
14,236592301392404
4,245278877578462
11,519889915812985
9,296896082723297
8,072785949797243
15,037627696378388
14,956191465704192
7,5665381004455
6,015294677919842
10,349298407869359
13,93740227976506
13,21599904024058
16,876772656995424
13,885750022866265
15,16941888885933
18,19428963116972
22,096316046640073
25,49949291554288
27,236167504477063
30,007910547842194
30,526391246004497
31,540500985694912
31,651904131807733
34,9730685825264
35,66634284951021
37,39106872747153
38,88722811785773
44,4408131749197
41,156911128150206
39,18892673203857
42,27617191787092
48,724937655193074
45,16823883918206
50,47781460339487
50,765301343495
53,150516785961976
38,871035418201174
46,22304250722804
43,55226921420319
45,29899248649736
48,736370279467074
55,21578550052787
47,60880352699047
51,035028783138856
50,76186284946251
65,9110171607346
56,68582980480799
53,69273320556729
54,23673771680299
56,09827004063532
48,616961785767266
51,803990183293756
48,66015427976611
61,309426673694645
53,97801043931184
56,11697991255261
51,69604457548515
53,60489169877276
51,8619716877028
42,05964342422345
42,389316226067656
44,571367529380375
37,75621077801685
49,106806064881106
35,05484354291234
43,08469348617857
35,00336320025928
39,83635072614839
26,479994052958183
26,33149690764416
35,27141932449766
31,98874612364105
32,72352335967039
27,91269283562923
24,135404761726893
11,131229842237605
23,375372969178283
12,294682106946079
16,003439099764385
17,976921660415933
16,495814294625227
15,747284101631976
19,158534160168056
18,20781819093022
6,640239776013947
18,475926630484924
9,456956034918175
14,018412256500259
7,913691780901104
12,223690626867043
1,02507886716192
5,408075089776583
8,42982834287772
3,686541840797849
6,750426494351895
4,024886085824844
17,430886496086917
8,20180495151604
16,885102417867717
7,381576193643699
14,89111687146204
6,0356403532509875
9,553019366116855
8,59859170801311
9,260994702043831
4,675393545921154
11,731973458151877
10,772444347349625
16,65865215920211
9,032467528387429
11,271968716708303
13,91891574729224
13,886513441341204
14,594891490996577
7,834692712271578
21,962437418965926
11,272578554341615
22,86026017151698
15,603203249255765
13,552052351127978
9,919432795200223
17,112037543769585
13,468750611264314
14,70737795085452
10,042064010295515
9,707081754704518
7,652865302219936
5,7067414802031555
5,592377704778282
11,320988452489182
13,5827053110714
18,687107033560675
13,143273009529194
12,218038453813724
8,127995039072154
8,902614284953554
6,4016541423852225
2,758512684682714
9,319731892791104
4,277731595327247
7,182708275441341
4,959611108875165
7,648135326752493
9,929365707775242
8,56110744130593
12,030607462022104
10,671468899789838
14,348534336384354
16,636906458165253
13,244036525082652
17,266216194679973
11,173226713793898
17,707337558912847
13,608303899397672
15,552063669430412
10,23673764238411
11,071699514521901
8,039712706014155
10,61831470181533
10,338286616666625
13,827873442718385
8,440341436158953
15,20949393202039
12,686271354444587
15,422676912854772
9,19385459856774
13,827653938920166
8,703536943083138
15,502998684046144
13,813458659866669
14,754869933384535
14,816834006311897
6,531686190652207
10,71195659970432
11,685447541570632
9,855385796999625
6,885873099421303
6,413133273906961
9,645551838328824
10,393356820499177
13,682395993472378
13,228014656739157
8,425952953135617
18,030857614210646
16,064277107055847
12,315612655646035
9,134594550805007
10,251694071910036
6,150200248995324
9,559191403208596
6,130747952482352
3,8236180567756044
5,437548962590916
6,952189897328172
5,613400098584487
12,076359877932116
7,278012201761633
14,822950134643298
10,51720987503795
12,518743581554292
6,270815988004134
10,381841941628094
4,421455559355639
9,57504228436425
10,266635452473986
12,10887936322745
10,624651084388889
11,052634367816367
7,398773231068799
8,969221748775245
6,882866006511148
11,613799555955174
8,749891774259769
15,662651935051981
11,08896848500686
13,462733724054281
6,6785226452504265
8,17212468575287
2,647904527496857
8,42719858592709
3,278292055127753
5,6390336166159925
3,2927410470348466
5,236549746817754
9,807714447427427
12,452832026404062
9,683406456888182
10,658236965307953
8,17334487226518
10,735328403034917
9,219494564398191
12,567233729196126
8,5604167233519
7,97304064418959
6,970376939265145
10,584017385711704
7,770284740058758
12,595898217413103
6,057518395996124
5,529049122610882
6,3351361760797325
6,872470998138733
8,25261226102001
6,4005382205481425
11,947940257859777
3,7970612965080446
10,000930567382593
1,1618208408815125
6,073564594404864
5,16131482405461
8,26457156923201
5,875661568136733
7,606283239230258
6,725469258000119
9,067503465886531
7,501615218588071
10,207196514323963
9,068345438672857
10,797919042360775
5,40531011446733
14,9563475121957
8,616379289785238
15,058940640098022
8,846157095573556
12,511392873102624
12,96566194961285
14,374604832124371
6,135259487189432
12,231073187167555
10,075165105882336
13,00553806072362
12,294369374398007
11,267713732381988
8,972933708341845
6,542154398943579
9,0744858228313
11,187506906916328
11,072286548985106
10,19915864005547
9,60757794478922
5,441484433934363
5,1960574446878605
5,980550578113584
2,6461658283014318
9,608173438100097
14,214926312718786
13,891900371966159
6,87171795321813
14,10612331061706
20,00248655620023
10,834852520089761
9,145230601894925
6,622329311195962
12,290171630330068
8,459042489936126
14,52456982096072
8,140173963658436
19,402196654818443
12,850170173058888
17,18802761909859
7,449425518096109
10,689287269708757
7,117995782166367
7,228517636816212
8,98725679580629
7,968807680855331
3,6744576847106005
6,926954213052602
2,9079202446392105
1,661420805278711
4,005463376510336
1,0797403782242982
5,165118690475432
4,60742905465258
8,389510373990838
6,135348091173888
7,682361642538394
3,656962709508079
9,947288394464003
5,23185505695039
6,571436210285638
1,909869414611414
4,811970788549466
7,396137583773632
11,237092512744189
7,253616396350688
7,732785121608847
6,821083956065394
10,629953057664638
6,008673352052938
5,628188078762762
10,118513160894999
